scan_date,city_id,city,listing_id,listing_desc,url,review_count,by,price_from,strike_thru_price,is_special_offer
2018-07-29,g312741,Buenos Aires,d11446055,"Buenos Aires’ neighborhoods each have a distinctive character from the historic barrios of San Telmo and La Boca, to the beautiful parks and plazas of Palermo and Recoleta, and the modern skyscrapers of Puerto... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11446055-Small_Group_City_Tour_of_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,276,Signature Tours,29.5,0, 
2018-07-29,g312741,Buenos Aires,d11451016,"Buenos Aires is famous as the birthplace of the tango, and attending a live show is an unforgettable experience for visitors to the city. This tour includes hotel pickup and drop-off, so you don’t have to worry... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11451016-Piazzolla_Tango_Show_and_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,98,NA,40.46,0, 
2018-07-29,g312741,Buenos Aires,d11452356,"There’s so much to see and do in Buenos Aires, and this city sightseeing tour helps first-time visitors get their bearings with visits to all the top sights. Drive through atmospheric neighborhoods including... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452356-Buenos_Aires_Sightseeing_Tour-Buenos_Aires_Capital_Federal_District.html,385,Tangol,16.23,0, 
2018-07-29,g312741,Buenos Aires,d11452421,"No visit to Buenos Aires is complete without seeing a tango show. Guarantee your ticket at the often sold-out La Ventana, one of the city’s most prestigious dance venues. Convenient hotel pickup and drop-off means... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452421-La_Ventana_Tango_Show_with_Optional_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,55,Tangol,80.0,0, 
2018-07-29,g312741,Buenos Aires,d11463359,"Watch a traditional tango show in Buenos Aires during this evening outing at El Viejo Almacen. Choose from an optional dinner and/or VIP access to this venue, founded by Edmundo Rivero in 1969. Sip unlimited drinks... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11463359-El_Viejo_Almacen_Tango_Show_with_Optional_VIP_or_Traditional_Dinner-Buenos_Aires_Capital_Federal_District.html,15,El Viejo Almacen,50.0,0, 
2018-07-29,g312741,Buenos Aires,d11452414,"See the meandering canals, stilted houses, and lush islands of the Tigre Delta, a short drive north of Buenos Aires, on a guided tour. Choose from among a full-day or half-day itinerary with morning and afternoon... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452414-Tigre_Delta_Day_Trip_from_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,307,Tangol,42.0,0, 
2018-07-29,g312741,Buenos Aires,d11446348,"El Ombu de Areco Estancia is a traditional ranch located in San Antonio de Areco, at the heart of gaucho (cowboy) country and a 1.5-hour drive from Buenos Aires. On this tour, spend an entire day at the estancia,... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11446348-Gaucho_Day_Tour_Ranch_in_San_Antonio_de_Areco_from_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,89,Tours Buenos Aires,167.0,0, 
2018-07-29,g312741,Buenos Aires,d12463681,"Get a taste of Argentina's local cuisine with this 3.5-hour interactive dining experience in Buenos Aires. Begin with a Malbec-based cocktail, then learn how to make wine-based cocktails under the guidance of a... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d12463681-The_Argentine_Experience_Empanada_Making_Steak_Wine_Alfajores_and_Mate-Buenos_Aires_Capital_Federal_District.html,151,NA,105.0,0, 
2018-07-29,g312741,Buenos Aires,d11477211,Explore Buenos Aires while traveling like a local on this half-day bike tour of the Argentine capital. Pedal around the city on this tour that provides all the necessary equipment. Let your guide lead the way so you... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11477211-Bike_Tour_Half_Day_City_Highlights_of_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,28,Bike Tours,45.0,0, 
2018-07-29,g312741,Buenos Aires,d11451025,Enjoy a Super Saver full-day tour of all the highlights of vibrant Buenos Aires. Begin the morning with a restful boat ride in the Tigre Delta that lets you see a different view of Argentina. Then transfer to a... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11451025-Buenos_Aires_Super_Saver_City_Sightseeing_Tour_Tango_Show_with_Dinner_and_Tigre_Delta_River_Cruise-Buenos_Aires_Capital_Federal_District.html,156,NA,134.85,164.22,Special Offer
2018-07-29,g312741,Buenos Aires,d11471252,"Combine cycling and sightseeing on this full-day bike tour and enjoy an action-packed itinerary that ticks off the best bits of Buenos Aires. Weave your way around the cobblestone lanes of San Telmo, pass the... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11471252-Ultimate_Bike_Tour_All_Day_All_Inclusive_All_City-Buenos_Aires_Capital_Federal_District.html,14,NA,100.0,0, 
2018-07-29,g312741,Buenos Aires,d11452384,"Experience a traditional 'fiesta gaucho' (gaucho party) on this full-day excursion to the Argentine countryside. Visit the Argentinian cowboys, or gauchos, who live on the open plains at Estancia Don Silvano, a... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452384-Gaucho_Day_Trip_from_Buenos_Aires_Don_Silvano_Ranch-Buenos_Aires_Capital_Federal_District.html,123,Tangol,99.0,0, 
2018-07-29,g312741,Buenos Aires,d11452403,"Bike through Buenos Aires' Palermo, Puerto Madero and Recoleta neighborhoods on this 3.5-hour guided bike tour in the morning or afternoon. Visit major highlights of this Argentine capital city, including Barrio... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452403-Buenos_Aires_Bike_Tour_Recoleta_and_Palermo_Districts-Buenos_Aires_Capital_Federal_District.html,74,Tangol,40.0,118.0,Special Offer
2018-07-29,g312741,Buenos Aires,d11446059,"El Ombu de Areco Estancia is a traditional ranch located in San Antonio de Areco, at the heart of gaucho (cowboy) country and a 1.5-hour drive from Buenos Aires. On this small-group tour, spend a whole day at the... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11446059-Small_Group_Gaucho_Day_at_a_Farm_in_San_Antonio_de_Areco-Buenos_Aires_Capital_Federal_District.html,50,Signature Tours,175.0,0, 
2018-07-29,g312741,Buenos Aires,d11446058,"The historic town of San Isidro and the picturesque wetlands of the Tigre Delta lie just north of Buenos Aires. On this tour, take the scenic route as you cruise along the Rio de la Plata and around the Tigre Delta,... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11446058-Small_Group_San_Isidro_and_Tigre_Delta_Tour-Buenos_Aires_Capital_Federal_District.html,52,Signature Tours,99.0,0, 
2018-07-29,g312741,Buenos Aires,d11452372,Discover the UNESCO-listed Uruguayan town of Colonia del Sacramento on this day trip from Buenos Aires. Leave the cosmopolitan capital behind for a slower pace of life on the other side of the Rio de la Plata. After... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452372-Day_Trip_to_Colonia_from_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,36,Tangol,120.0,0, 
2018-07-29,g312741,Buenos Aires,d12463977,"Discover one of Buenos Aires' coveted closed-door restaurants in the trendy Palermo Soho district. The 3-hour evening experience includes a five-course traditional Argentine meal, with wine pairings, inside a... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d12463977-Closed_Door_Restaurant_in_Buenos_Aires_Dining_Experience_at_Steaks_by_Luis-Buenos_Aires_Capital_Federal_District.html,59,NA,90.0,0, 
2018-07-29,g312741,Buenos Aires,d13979165,Enjoy a private bilingual tour of Palacio Barolo. Learn how this original building draws inspiration from Dante Alighieri’s Divine Comedy. Marvel at the way its architectural details represent the relationship... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d13979165-Palacio_Barolo_Admission_Ticket_Including_Tour-Buenos_Aires_Capital_Federal_District.html,0,Palacio Barolo,17.5,0, 
2018-07-29,g312741,Buenos Aires,d11451026,Hit all of Buenos Aires' must-see sights and experiences in one Super Saver that includes a city sightseeing tour and an evening among passionate Argentine tango dancers. A comfortable coach ride will ferry you... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11451026-Buenos_Aires_Super_Saver_City_Sightseeing_Tour_and_Tango_Dinner_Show-Buenos_Aires_Capital_Federal_District.html,72,NA,87.3,111.61,Special Offer
2018-07-29,g312741,Buenos Aires,d11450790,"Visit a hidden wine cellar for a 3-hour tasting in the Palermo neighborhood of Buenos Aires. Learn about Argentina's grapes and winemaking from your expert guide while snacking on 'picada,' Argentine hor... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11450790-Malbec_Wine_Tour_in_Palermo-Buenos_Aires_Capital_Federal_District.html,28,Buenos Aires Urban Adventures,111.0,0, 
2018-07-29,g312741,Buenos Aires,d13275572,"The Teatro Colón is the leading opera house in Buenos Aires, as well as an architectural landmark, known for its remarkably restored 19th-century interiors. On this 1-hour guided tour, explore inside the legendary... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d13275572-1_hour_Teatro_Colon_Opera_House_Admission_Ticket_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,11,Tangol,27.68,0, 
2018-07-29,g312741,Buenos Aires,d11452411,"This gaucho day trip from Buenos Aires provides a close-up look at a traditional cowboy ranch, Estancia Santa Susana, less than two hours from Buenos Aires. On this tour, experience gaucho life and culture on a... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452411-Gaucho_Day_Trip_from_Buenos_Aires_Santa_Susana_Ranch-Buenos_Aires_Capital_Federal_District.html,260,Tangol,130.0,0, 
2018-07-29,g312741,Buenos Aires,d11466510,"Discover Buenos Aires with a private guide and explore at a pace that suits you, spending longer at the sights that interest you most. Visit neighborhoods such as Puerto Madero, San Telmo, and La Boca; stop at... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11466510-Private_Tour_of_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,48,Buenos Aires Taxis - City Tours,133.4,0, 
2018-07-29,g312741,Buenos Aires,d11477577,Step into the home of a local for private cooking lesson during your time in Buenos Aires. This 4-hour hands-on cooking class dives into some of Argentina’s most classic dishes with a range of menus suitable for all... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11477577-Private_Cooking_Lessons_and_Food_Tasting_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,17,El Arte de Amasar Cooking Classes,129.0,0, 
2018-07-29,g312741,Buenos Aires,d11460089,"Experience the passion of an authentic Argentine tango with a spectacular evening show at the glamorous Tango Porteño, including hotel transfers. First, put on your dancing shoes for a tango class and learn some of... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11460089-Tango_Porteno_Tango_Show_with_Optional_Dinner_and_Tango_Class_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,3,Tangol,42.0,0, 
2018-07-29,g312741,Buenos Aires,d11462798,"Make sure you get to experience tango in Buenos Aires by prebooking this dinner and tango show experience at a circa 1917 venue, La Esquina Homero Manzi. All the details are arranged in advance, meaning you can... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11462798-Esquina_Homero_Manzi_Tango_Show_with_Optional_Dinner-Buenos_Aires_Capital_Federal_District.html,11,Tangol,23.0,0, 
2018-07-29,g312741,Buenos Aires,d11452355,"Discover San Telmo, Puerto Madero and La Boca via bicycle on this 4-hour guided bike tour. Cruise along the Rio de la Plata with your guide and visit attractions like the Caminito, Casa Rosada and the Plaza de Mayo.... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452355-Buenos_Aires_Bike_Tour_San_Telmo_and_La_Boca_Districts-Buenos_Aires_Capital_Federal_District.html,65,Tangol,40.0,125.0,Special Offer
2018-07-29,g312741,Buenos Aires,d11485986,"Cycle far off the beaten path in Buenos Aires with a 4-hour bike tour of the city’s best graffiti and street art. Pedal through the backstreets and alleys of the historic San Telmo, La Boca, and Barracas... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11485986-Hidden_Graffiti_And_Urban_Art_Tour-Buenos_Aires_Capital_Federal_District.html,3,NA,55.0,0, 
2018-07-29,g312741,Buenos Aires,d14094394,La Bomba de Tiempo is a dream team of great percussionists that improvises on stage while the audience’s energy sets the atmosphere. A true ritual of rhythm and percussion takes over everyone. A unique experience... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d14094394-La_bomba_de_tiempo-Buenos_Aires_Capital_Federal_District.html,0,La Bomba de Tiempo,5.0,0, 
2018-07-29,g312741,Buenos Aires,d11461191,"Experience 5-star treatment with an unforgettable Rojo Tango show, held in the glamorous Faena Hotel. Dine on a delicious 3-course dinner (optional), sip sparkling wine and enjoy a spectacular night of show-stopping... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11461191-Rojo_Tango_Show_with_Optional_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,7,Tangol,199.99,0, 
2018-07-29,g312741,Buenos Aires,d11452391,"Plan your night out in Buenos Aires ahead of time by booking this tango show and dinner package at Esquina Carlos Gardel. No trip to Buenos Aires is complete without a tango show, and the popular ones sell out in... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452391-Esquina_Carlos_Gardel_Tango_Show_with_Optional_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,25,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d12898694,Escape the bustle of Buenos Aires to explore one of the world’s largest deltas on this half-day tour to Tigre and the surrounding Parana Delta. Ride in a traditional boat through the many canals and rivers that... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d12898694-Tigre_and_Parana_Delta_Tour_with_River_Cruise-Buenos_Aires_Capital_Federal_District.html,6,Humberto M,0.0,0, 
2018-07-29,g312741,Buenos Aires,d13001521,"Don’t miss a true Buenos Aires experience with a tango show at Café de los Angelitos. Lose yourself in the music of a live orchestra as you watch the dancers’ talented, dramatic interpretations. If you wish, enjoy a... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d13001521-Cafe_de_los_Angelitos_Tango_Show_with_optional_Dinner-Buenos_Aires_Capital_Federal_District.html,3,Azul Latina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11476538,"The Buenos Aires neighborhoods of Recoleta and Palermo are known for their green parks, striking monuments, and lively plazas. On this tour, discover the scenic districts by bike and take the time to explore away... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11476538-Half_Day_Recoleta_and_Palermo_Bike_Tour_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,9,Bike Tours,0.0,0, 
2018-07-29,g312741,Buenos Aires,NA,NA,https://www.tripadvisor.com,0,Museo Evita,0.0,0, 
2018-07-29,g312741,Buenos Aires,NA,NA,https://www.tripadvisor.com,0,Azul Latina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11452404,"Tango originated in Buenos Aires, so it makes sense to book a tango show while in the city. The Señor Tango show is one of the most spectacular, with large-scale sets, a live orchestra, and professional dancers,... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452404-Senor_Tango_Show_with_Optional_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,45,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11466205,"Experience an evening in Buenos Aires that includes a performance at Madero Tango. During the show, learn how the dance style was founded and how it’s transformed. You can also choose an optional meal featuring... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11466205-Madero_Tango_Show_with_Optional_Dinner_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,22,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d12965286,"The Rojo Tango show is one of the most popular in Buenos Aires, held in an intimate 1920s-style venue at Hotel Faena. This tour includes hotel pickup, a choice of dinner or drinks, and a spectacular performance of... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d12965286-Rojo_Tango_Show_including_Private_Transfers-Buenos_Aires_Capital_Federal_District.html,0,Azul Latina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11452410,"Tour Buenos Aires' legendary soccer stadiums in this 3-hour behind-the-scenes experience. Argentina's two most famous stadiums, Boca Juniors (La Bombonera) and River Plate (El Monumental), will host you for this... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452410-Buenos_Aires_Behind_the_Scenes_Soccer_Stadium_Tour-Buenos_Aires_Capital_Federal_District.html,19,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d12939465,"See a classic Argentinian tango show in Buenos Aires, with dinner included, on this evening tour. The included transfers to and from your Buenos Aires hotel mean there's no need to hail a cab or negotiate public... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d12939465-Dinner_Tango_Show_including_transfers_in_out-Buenos_Aires_Capital_Federal_District.html,0,NA,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11452596,See an unusual side of Buenos Aires on this 3-hour minibus tour of the city's prolific street art. Meet the city's graffiti artists and visit local galleries that specialize in street and graffiti art. You'll visit... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d11452596-Small_Group_Buenos_Aires_Graffiti_Art_Tour-Buenos_Aires_Capital_Federal_District.html,281,Graffitimundo,0.0,0, 
2018-07-29,g312741,Buenos Aires,d12211127,"Argentina is famous for its Malbec, Torrontés, and Merlot wines, but you don’t have to tour the vineyards to get a taste of Argentinian wine. This 1-hour small-group wine tasting experience in Buenos Aires... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d12211127-Wine_Tasting_in_Buenos_Aires_with_Tapas-Buenos_Aires_Capital_Federal_District.html,1,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11450408,"Experience the grandeur and sophistication of Recoleta's architecture on this 2.5-hour afternoon walking tour. Visit Palais de Glace, Pilar Basilica and Evita Peron's mausoleum among many other fascinating sites... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11450408-Recoleta_Afternoon_Walking_Tour-Buenos_Aires_Capital_Federal_District.html,89,Buenos Aires Walking Tours,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11989080,"See firsthand why people say the nightlife in Buenos Aires is the best in the world. Join this 5-hour guided walking tour of the coolest bars and the hottest clubs. Plus, enjoy priority entry and a free drink at... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11989080-Half_Day_Pub_Crawl_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,8,Out In BA Pub Crawl,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11446347,"Escape the city for a 6-hour tour of the Tigre River Delta and San Isidro from Buenos Aires, including hotel pick-up and drop-off. Admire the cobblestone streets and grand mansions of San Isidro, then enjoy a cruise... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11446347-Tigre_Delta_and_San_Isidro_Shared_Tour_from_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,15,Tours Buenos Aires,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11453968,"Argentina is renowned as the capital of polo and home to some of the world’s most famous polo clubs and players. On this tour, not only will you visit a traditional polo club and watch a live polo match, but you get... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11453968-Polo_Match_and_Lesson_Day_Trip_from_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,98,Argentina Polo Day,0.0,0, 
2018-07-29,g312741,Buenos Aires,NA,NA,https://www.tripadvisor.com,0,NA,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11477250,"Short on time? Combine Buenos Aires’ headline acts into a short and sweet 4-hour tour. Admire the grand architecture of Plaza de Mayo, Plaza San Martín, and Plaza Congreso; drive down Avenida 9 de Julio, past the... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11477250-Buenos_Aires_City_Tour-Buenos_Aires_Capital_Federal_District.html,7,NA,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11458072,"The Buenos Aires neighborhoods of San Telmo and La Boca are famous for their historic monuments, tango clubs, and lively street markets. On this tour, discover the scenic districts by bike and take the time to... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11458072-Buenos_Aires_South_Circuit_Bike_Tour_Including_Caminito-Buenos_Aires_Capital_Federal_District.html,70,BA Bikes,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11450403,"Discover friendly, fascinating Buenos Aires on foot during this 2-mile (3.2-km) walking tour of Argentina's capital city. This morning walking tour lets you experience the history, customs and culture of Argentina.... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11450403-Best_of_Buenos_Aires_Walking_Tour-Buenos_Aires_Capital_Federal_District.html,50,Buenos Aires Walking Tours,0.0,0, 
2018-07-29,g312741,Buenos Aires,d11459664,"Discover the many faces of Buenos Aires on this comprehensive 6-hour city walking tour, ideal for first-time visitors. Stroll down the grand 9 de Julio Avenue, admire the landmark Obelisk and Palacio de Tribunales,... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d11459664-Buenos_Aires_Walking_City_Tour-Buenos_Aires_Capital_Federal_District.html,17,Tangol,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14071398,"Enjoy this day trip to Colonia in small-medium group with an expert native-English speaking guide. You’ll make the best of your day there, learn a ton of interesting stuff, and won’t have to worry about... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d14071398-Day_Trip_to_Colonia_de_Sacramento_with_an_Expert_Guide-Buenos_Aires_Capital_Federal_District.html,0,Azul Latina,0.0,0, 
2018-07-29,g312741,Buenos Aires,NA,NA,https://www.tripadvisor.com,0,Signature Tours,0.0,0, 
2018-07-29,g312741,Buenos Aires,NA,NA,https://www.tripadvisor.com,0,Signature Tours,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14121303,"With medieval air, Gonzalez Catán is the most unusual recycling city in Argentina and its surroundings, only 30 minutes from the Federal Capital. Through a mystical path, the Twelve Casitas del Bosque are traveled,... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d14121303-Campanopolis_Admission_Ticket_Including_Tour-Buenos_Aires_Capital_Federal_District.html,0,Azul Latina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14202605,"Explore the city in your own time.  We have a fleet of simple, safe and comfortable bicycles, checked daily at our own repair shop. Ideal for sightseeing and crusing needs. Helmet, lock, lights and child seat... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d14202605-24hs_Bike_Rental_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,0,Rental Bike Argentina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14191934,Join Florencia in her Buenos Aires apartment for a traditional Argentinian pastry cooking lesson in which you will learn to cook something savory as well as something sweet. Begin your experience with a small picada... ,https://www.tripadvisor.com/AttractionProductDetail-g312741-d14191934-Empanadas_and_Traditional_Argentinian_Pastry_Class_with_a_Local_Pastry_Chef-Buenos_Aires_Capital_Federal_District.html,0,Traveling Spoon,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14192052,"Explore the city in your own time.  We have a fleet of simple, safe and comfortable bicycles, checked daily at our own repair shop. Ideal for sightseeing and crusing needs. Helmet, lock, lights and child seat... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d14192052-Full_Day_Bike_Rental_in_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,0,Rental Bike Argentina,0.0,0, 
2018-07-29,g312741,Buenos Aires,d14916924,"Enjoy a Super Saver package of all the highlights of vibrant Buenos Aires. Save time and money with this tour package that combines three tours so you can visit Buenos Aires ´s popular highlights, as well as the... ",https://www.tripadvisor.com/AttractionProductDetail-g312741-d14916924-Buenos_Aires_Super_Saver_City_Tour_Gaucho_Day_at_a_Farm_in_San_Antonio_de_Areco_and_Early_Tango_Dinner_Show-Buenos_Aires_Capital_Federal_District.html,0,Signature Tours,0.0,300.0,Special Offer
2018-07-29,g303506,Rio de Janeiro,d11465784,"Whether you’re spending a little or a lot of time in Rio de Janeiro, this tour provides a great introduction to the cultural capital of Brazil. For maximum convenience, travel between Rio landmarks in an... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11465784-Full_Day_Complete_Tour_of_Rio_de_Janeiro-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,273,Carioca Tropical Tour Operator - Day Tours,109.99,0, 
2018-07-29,g303506,Rio de Janeiro,d11480504,Get an in-depth look at Rio’s Rochina Favela with a local guide. This 4-hour walking tour gives visitors a closer look at the daily life in a favela and the struggles that residents face. Learn the history of the... ,https://www.tripadvisor.com/AttractionProductDetail-g303506-d11480504-Rocinha_Favela_Walking_Tour-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,55,Favela Walking Tour,43.0,0, 
2018-07-29,g303506,Rio de Janeiro,d12152822,"As one of the New7Wonders of the World and Rio de Janeiro’s most iconic attraction, the Statue of Christ the Redeemer attracts lengthy lines. Don’t waste time waiting, save time with this skip-the-line ticket that... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d12152822-Skip_the_Line_Christ_the_Redeemer_Admission_Ticket-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,13,NA,31.0,0, 
2018-07-29,g303506,Rio de Janeiro,d11465614,"Summit both Corcovado and Sugar Loaf mountains in the early morning to beat the crowds on this 5-hour tour in Rio de Janeiro. After bright and early pickup from your Rio hotel, travel through the Tijuca National... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11465614-Christ_Redeemer_and_Sugar_Loaf_Mountain_Small_Group_Tour-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,70,Carioca Tropical Tour Operator - Day Tours,84.99,0, 
2018-07-29,g303506,Rio de Janeiro,d11454730,Beat the crowds and visit Christ the Redeemer in the early morning on this Viator Exclusive tour. With your local guide and travel to the peak of Corcovado Mountain to view the Christ the Redeemer statue up close.... ,https://www.tripadvisor.com/AttractionProductDetail-g303506-d11454730-Viator_Exclusive_Early_Access_to_Christ_Redeemer_Statue_with_Optional_Sugar_Loaf_Mountain_Tour-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,321,Amigo Tours Rio,62.1,69.0,Special Offer
2018-07-29,g303506,Rio de Janeiro,d11466852,"Get an overview of Rio's most important sights during this comprehensive 8.5-hour tour. With a local guide, visit Copacabana beach, Botafogo beach and Palácio Guanabara. Travel through the Tijuca Forest, stopping at... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11466852-Full_Day_City_Tour_Christ_Redeemer_Sugar_Loaf_and_Downtown-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,37,RST- Sightseeing by Gisela Vayda,84.99,0, 
2018-07-29,g303506,Rio de Janeiro,d11445963,"See Rio's most important sights, including Christ the Redeemer atop Corcovado Mountain, during this comprehensive 5-hour guided tour. Visit Sao Conrado beach, a popular landing spot for hang gliders taking off from... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11445963-Rio_de_Janeiro_Main_Landmarks_Tour_Including_Christ_the_Redeemer_and_Selaron_Steps-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,65,Brazil Expedition - Day Tours,60.0,0, 
2018-07-29,g303506,Rio de Janeiro,d11995258,"Head to the top of Sugar Loaf Mountain by cable car for sweeping views of Rio de Janeiro. Your skip-the-line ticket gives you priority access to both cable cars, and is valid for any departure time on the day you... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11995258-Skip_the_Line_Sugar_Loaf_Admission_Ticket-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,16,Sugarloaf Mountain,43.0,0, 
2018-07-29,g303506,Rio de Janeiro,d12272231,"Get private transportation, and a flexible itinerary on this 9-hour private sightseeing tour of Rio de Janeiro. With your private group of up to 14 people, visit the city's landmarks and highlights, including the... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d12272231-Rio_de_Janeiro_Private_Custom_Full_Day_Sightseeing_Tour-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,51,Way to Know Rio,210.0,0, 
2018-07-29,g303506,Rio de Janeiro,d11447461,"Ride through Tijuca National Park's rainforest in an open-top Jeep during this half-day trip from Rio. During 4-hour morning guided eco-tour, hike through the forest to spot sloths, butterflies, monkeys and birds.... ",https://www.tripadvisor.com/AttractionProductDetail-g303506-d11447461-Tijuca_Rain_Forest_Jeep_Tour_from_Rio_de_Janeiro-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html,221,Gray Line Tours,77.0,0, 
